Step;RediscrTime/s;SumRediscrVolume--8e+06--;X;lnt;ln(-ln(1-X))
958;449.557;7.98999e+06;0.998748;6.10826;1.89959
959;450.025;7.99026e+06;0.998782;6.1093;1.90371
960;450.494;7.99053e+06;0.998816;6.11035;1.90792
961;450.963;7.9908e+06;0.99885;6.11139;1.91225
962;451.432;7.99108e+06;0.998884;6.11242;1.91668
963;451.9;7.99135e+06;0.998918;6.11346;1.92123
964;452.369;7.99162e+06;0.998952;6.1145;1.9259
965;452.838;7.99189e+06;0.998987;6.11553;1.93071
966;453.307;7.99216e+06;0.999021;6.11657;1.93566
967;453.776;7.99244e+06;0.999055;6.1176;1.94075
968;454.244;7.99271e+06;0.999089;6.11864;1.94601
969;454.713;7.99298e+06;0.999123;6.11967;1.95143
970;455.182;7.99325e+06;0.999157;6.1207;1.95704
971;455.651;7.99353e+06;0.999191;6.12173;1.96285
972;456.119;7.9938e+06;0.999225;6.12275;1.96887
973;456.588;7.99407e+06;0.999259;6.12378;1.97513
974;457.057;7.99434e+06;0.999293;6.12481;1.98163
975;457.526;7.99462e+06;0.999327;6.12583;1.98842
976;457.995;7.99489e+06;0.999361;6.12686;1.9955
977;458.463;7.99516e+06;0.999395;6.12788;2.00292
978;458.932;7.99543e+06;0.999429;6.1289;2.01072
979;459.401;7.99571e+06;0.999463;6.12992;2.01892
980;459.87;7.99598e+06;0.999497;6.13094;2.02759
981;460.338;7.99625e+06;0.999531;6.13196;2.03679
982;460.807;7.99652e+06;0.999566;6.13298;2.04658
983;461.276;7.9968e+06;0.9996;6.134;2.05707
984;461.745;7.99707e+06;0.999634;6.13501;2.06837
985;462.214;7.99734e+06;0.999668;6.13603;2.08063
986;462.682;7.99761e+06;0.999702;6.13704;2.09404
987;463.151;7.99789e+06;0.999736;6.13805;2.10887
988;463.62;7.99816e+06;0.99977;6.13907;2.12548
989;464.089;7.99843e+06;0.999804;6.14008;2.14442
990;464.557;7.9987e+06;0.999838;6.14109;2.16653
991;465.026;7.99898e+06;0.999872;6.14209;2.19321
992;465.495;7.99925e+06;0.999906;6.1431;2.22716
993;465.964;7.99952e+06;0.99994;6.14411;2.27461
994;466.433;7.99979e+06;0.999974;6.14511;2.35769
995;466.901;8e+06;1;6.14612;
996;467.37;8e+06;1;6.14712;
997;467.839;8e+06;1;6.14812;
998;468.308;8e+06;1;6.14913;
999;468.776;8e+06;1;6.15013;
