GrainID/Step;;;;;;;;;0;80000;160000;240000;320000;400000;480000;560000;640000;720000;800000;880000;960000;1.04e+06;1.12e+06;1.2e+06;1.28e+06;1.36e+06;1.44e+06;1.52e+06;1.6e+06;1.68e+06;1.76e+06;1.84e+06;1.92e+06;2e+06;2.08e+06;2.16e+06;2.24e+06;2.32e+06;2.4e+06;2.48e+06;2.56e+06;2.64e+06;2.72e+06;2.8e+06;2.88e+06;2.96e+06;3.04e+06;3.12e+06;3.2e+06;3.28e+06;3.36e+06;3.44e+06;3.52e+06;3.6e+06;3.68e+06;3.76e+06;3.84e+06;3.92e+06;4e+06;4.08e+06;4.16e+06;4.24e+06;4.32e+06;4.4e+06;4.48e+06;4.56e+06;4.64e+06;4.72e+06;4.8e+06;4.88e+06;4.96e+06;5.04e+06;5.12e+06;5.2e+06;5.28e+06;5.36e+06;5.44e+06;5.52e+06;5.6e+06;5.68e+06;5.76e+06;5.84e+06;5.92e+06;6e+06;6.08e+06;6.16e+06;6.24e+06;6.32e+06;6.4e+06;6.48e+06;6.56e+06;6.64e+06;6.72e+06;6.8e+06;6.88e+06;6.96e+06;7.04e+06;7.12e+06;7.2e+06;7.28e+06;7.36e+06;7.44e+06;7.52e+06;7.6e+06;7.68e+06;7.76e+06;7.84e+06;7.92e+06;8e+06
518;109;109;167;0;0;0.523599;0.785398;2;1;93;203;263;365;492;579;671;716;826;938;959;1061;1185;1248;1312;1390;1445;1539;1688;1738;1743;1832;1897;1976;2053;2122;2212;2250;2376;2429;2542;2605;2620;2699;2773;2806;2860;2948;2993;3133;3183;3208;3308;3369;3476;3548;3578;3643;3729;3773;3808;3897;3949;4060;4120;4138;4207;4273;4296;4337;4401;4432;4517;4557;4567;4622;4666;4718;4761;4771;4805;4847;4887;4926;4963;5002;5030;5066;5094;5129;5172;5211;5227;5258;5281;5329;5349;5385;5416;5459;5491;5521;5555;5590;5626;5665;5697;5716;5725;5725
519;19;157;10;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1406;1497;1565;1678;1861;1921;1929;2040;2120;2222;2323;2421;2536;2592;2753;2826;2968;3057;3081;3185;3287;3340;3407;3526;3591;3765;3839;3866;3993;4077;4210;4306;4351;4419;4531;4596;4633;4753;4829;4964;5044;5073;5165;5246;5290;5358;5445;5498;5641;5691;5718;5815;5872;5982;6052;6086;6149;6222;6302;6380;6452;6527;6578;6667;6721;6801;6884;6980;7014;7101;7159;7237;7287;7338;7399;7457;7500;7540;7571;7596;7619;7645;7658;7664;7667;7667
520;80;28;91;0;0;0.523599;0.785398;2;1;93;203;263;365;491;576;666;712;820;929;949;1050;1172;1232;1290;1370;1423;1523;1686;1742;1748;1842;1918;2006;2102;2189;2300;2352;2496;2567;2698;2786;2807;2904;3006;3054;3118;3226;3290;3462;3541;3571;3703;3797;3945;4044;4092;4181;4302;4373;4432;4570;4655;4846;4935;4978;5109;5218;5272;5378;5509;5579;5806;5884;5931;6072;6160;6324;6421;6467;6559;6670;6783;6898;7010;7126;7202;7342;7427;7545;7684;7839;7893;8035;8140;8290;8404;8513;8638;8787;8921;9047;9163;9263;9388;9518;9632;9742;9848;9863
521;94;36;136;0;0;0.523599;0.785398;2;1;93;203;263;364;491;572;651;686;773;856;870;937;1020;1059;1101;1147;1186;1237;1330;1357;1362;1412;1446;1494;1533;1577;1622;1645;1717;1739;1795;1825;1830;1871;1906;1915;1944;1986;2000;2069;2087;2104;2146;2170;2219;2247;2257;2287;2319;2333;2357;2391;2410;2459;2484;2495;2525;2551;2562;2586;2612;2627;2676;2695;2709;2735;2758;2793;2818;2830;2849;2875;2906;2932;2961;2983;3004;3034;3054;3079;3110;3141;3153;3174;3193;3216;3229;3236;3239;3242;3242;3242;3243;3243;3243;3243;3243;3243;3243;3243
522;130;166;86;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1694;1895;1963;1971;2093;2183;2297;2404;2512;2637;2697;2877;2956;3111;3208;3233;3346;3457;3516;3588;3716;3792;3984;4075;4103;4248;4351;4502;4613;4669;4749;4868;4948;4996;5123;5207;5360;5450;5475;5583;5678;5709;5792;5900;5936;6094;6137;6167;6265;6310;6419;6472;6500;6552;6608;6674;6725;6782;6828;6865;6922;6962;7013;7076;7126;7150;7192;7232;7279;7305;7345;7374;7410;7436;7462;7486;7505;7526;7548;7563;7571;7575;7575
523;50;187;166;1;0;0.523599;0.785398;2;1;93;203;263;365;493;582;674;714;823;933;953;1051;1171;1231;1294;1372;1428;1521;1679;1737;1743;1834;1906;1991;2073;2158;2253;2301;2437;2499;2618;2694;2712;2800;2886;2927;2986;3088;3144;3306;3374;3399;3515;3591;3715;3803;3841;3907;4011;4065;4103;4218;4284;4423;4499;4524;4625;4715;4751;4821;4920;4967;5111;5171;5196;5291;5360;5463;5541;5567;5628;5713;5788;5879;5947;6035;6078;6181;6232;6325;6422;6536;6573;6674;6743;6840;6898;6965;7030;7104;7169;7225;7278;7325;7380;7434;7492;7542;7588;7595
524;9;152;136;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;972;995;1108;1245;1312;1385;1473;1538;1646;1826;1890;1896;2007;2091;2191;2291;2381;2498;2551;2713;2782;2920;3005;3022;3116;3216;3254;3317;3435;3489;3659;3727;3757;3878;3960;4092;4187;4228;4305;4413;4472;4524;4639;4709;4864;4945;4983;5086;5182;5228;5308;5416;5469;5640;5709;5740;5854;5935;6067;6160;6196;6274;6375;6478;6587;6686;6791;6871;6988;7079;7185;7333;7486;7552;7686;7793;7970;8077;8227;8378;8579;8774;8973;9174;9378;9665;9997;10414;10927;11556;12240
525;15;193;8;1;0;0.523599;0.785398;2;1;92;186;235;314;410;475;538;567;641;718;730;799;881;913;957;1001;1041;1099;1199;1225;1230;1296;1332;1391;1439;1493;1552;1576;1674;1704;1788;1828;1837;1905;1956;1972;2023;2086;2112;2225;2259;2288;2363;2404;2490;2543;2563;2617;2684;2712;2754;2832;2866;2967;3012;3039;3101;3156;3184;3236;3297;3328;3441;3474;3513;3577;3616;3709;3755;3789;3836;3889;3962;4018;4086;4140;4173;4253;4292;4361;4426;4503;4530;4597;4654;4714;4762;4810;4853;4904;4950;4989;5022;5049;5076;5108;5135;5155;5159;5159
526;158;40;36;0;0;0.523599;0.785398;2;1;93;203;263;365;488;571;659;703;807;916;937;1035;1156;1216;1279;1358;1414;1511;1672;1728;1734;1833;1908;1999;2090;2179;2288;2341;2502;2572;2715;2801;2824;2930;3034;3085;3157;3284;3351;3553;3635;3671;3825;3924;4097;4218;4273;4378;4527;4606;4677;4850;4944;5176;5290;5340;5503;5643;5707;5834;6000;6077;6341;6437;6490;6662;6776;6970;7107;7160;7275;7429;7587;7746;7892;8037;8149;8315;8437;8581;8764;8951;9020;9172;9289;9462;9564;9695;9823;9973;10106;10225;10324;10410;10496;10562;10589;10600;10600;10600
527;45;157;35;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1328;1405;1498;1568;1682;1868;1930;1937;2049;2128;2227;2324;2419;2533;2586;2743;2810;2944;3027;3049;3142;3230;3276;3336;3430;3483;3630;3692;3720;3826;3892;4004;4077;4113;4176;4260;4309;4349;4443;4492;4601;4651;4671;4739;4800;4819;4868;4938;4961;5068;5099;5120;5182;5219;5283;5324;5341;5377;5417;5464;5505;5548;5585;5609;5657;5682;5723;5767;5818;5832;5879;5911;5956;5995;6031;6074;6127;6178;6225;6271;6315;6367;6416;6451;6480;6487;6487
528;99;20;138;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1502;1574;1690;1886;1956;1964;2080;2171;2279;2389;2492;2622;2681;2865;2943;3104;3200;3225;3337;3451;3509;3576;3711;3787;3987;4079;4110;4256;4355;4501;4609;4653;4733;4841;4902;4950;5060;5125;5261;5331;5357;5447;5526;5557;5625;5716;5759;5904;5956;5982;6081;6141;6244;6313;6338;6401;6480;6547;6630;6692;6763;6813;6887;6943;6998;7078;7161;7193;7261;7311;7383;7420;7478;7528;7591;7653;7714;7770;7814;7847;7869;7871;7871;7871;7871
529;148;76;151;0;0;0.523599;0.785398;2;1;93;203;263;360;462;532;604;641;725;807;824;896;986;1030;1075;1130;1171;1237;1347;1386;1390;1452;1501;1561;1622;1681;1752;1786;1883;1927;2014;2070;2083;2148;2213;2245;2287;2360;2402;2513;2562;2578;2663;2722;2812;2877;2909;2961;3039;3088;3116;3204;3259;3362;3419;3435;3504;3567;3595;3640;3707;3745;3837;3880;3893;3957;4005;4068;4119;4142;4177;4229;4282;4330;4380;4422;4459;4507;4542;4585;4638;4684;4703;4747;4774;4820;4849;4882;4923;4967;5003;5034;5066;5095;5125;5143;5153;5155;5155;5155
530;96;23;62;0;0;0.523599;0.785398;2;1;93;203;261;358;471;546;624;664;755;849;866;952;1054;1104;1156;1223;1266;1351;1486;1531;1536;1621;1682;1755;1832;1902;1994;2034;2168;2224;2337;2409;2425;2507;2590;2624;2678;2772;2819;2959;3020;3045;3148;3214;3320;3394;3427;3484;3565;3612;3646;3735;3791;3901;3960;3979;4055;4120;4148;4204;4281;4321;4441;4489;4507;4585;4637;4721;4783;4805;4856;4925;4984;5049;5099;5153;5194;5247;5291;5334;5392;5438;5464;5496;5521;5554;5568;5586;5608;5624;5631;5634;5637;5638;5639;5639;5639;5639;5639;5639
531;89;35;39;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2321;2441;2561;2705;2777;2987;3083;3270;3390;3421;3558;3698;3766;3851;4013;4103;4346;4456;4493;4676;4803;4992;5133;5194;5301;5464;5551;5619;5799;5898;6127;6237;6285;6438;6569;6629;6744;6900;6977;7232;7329;7381;7547;7655;7846;7972;8029;8141;8282;8432;8579;8715;8855;8952;9111;9219;9360;9524;9706;9771;9923;10033;10202;10309;10436;10561;10724;10877;11019;11148;11261;11405;11543;11683;11821;11964;12125
532;10;113;5;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2319;2439;2555;2696;2768;2965;3060;3239;3354;3385;3516;3652;3722;3805;3962;4053;4292;4403;4444;4630;4751;4951;5086;5152;5268;5432;5529;5602;5794;5900;6148;6274;6321;6499;6651;6715;6849;7029;7117;7408;7526;7587;7785;7924;8163;8322;8399;8540;8715;8918;9106;9291;9477;9610;9836;9986;10194;10439;10709;10809;11044;11222;11498;11677;11906;12149;12444;12720;12986;13247;13504;13856;14241;14698;15239;15980;17428
533;176;102;87;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2321;2441;2561;2705;2777;2987;3083;3275;3391;3423;3564;3702;3772;3864;4028;4118;4372;4483;4527;4722;4851;5055;5200;5269;5384;5554;5654;5723;5915;6030;6268;6398;6443;6613;6766;6830;6958;7131;7214;7488;7600;7650;7839;7965;8183;8328;8392;8521;8684;8862;9036;9204;9371;9483;9682;9808;9989;10200;10429;10517;10727;10890;11126;11291;11483;11687;11954;12202;12440;12671;12901;13193;13514;13856;14251;14642;14781
534;134;109;99;0;0;0.523599;0.785398;2;1;93;203;262;356;473;551;631;671;769;863;881;967;1072;1124;1176;1239;1283;1362;1491;1534;1539;1616;1667;1733;1795;1856;1929;1955;2067;2101;2195;2240;2252;2316;2368;2386;2432;2495;2519;2620;2654;2675;2748;2791;2868;2916;2934;2982;3042;3067;3100;3167;3200;3290;3329;3349;3407;3454;3472;3520;3578;3599;3699;3728;3753;3817;3852;3925;3968;3987;4031;4083;4135;4191;4239;4292;4323;4391;4428;4481;4548;4628;4651;4725;4773;4844;4894;4951;5021;5111;5190;5264;5340;5421;5535;5646;5798;5972;6177;6538
535;3;113;73;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2318;2437;2553;2693;2765;2961;3056;3236;3351;3382;3515;3649;3720;3805;3964;4055;4305;4414;4456;4650;4779;4991;5145;5214;5337;5522;5621;5704;5910;6026;6298;6432;6491;6677;6839;6911;7051;7238;7329;7633;7752;7815;8014;8158;8396;8561;8633;8774;8953;9145;9326;9515;9695;9831;10052;10199;10400;10641;10911;11008;11244;11416;11691;11864;12069;12298;12580;12830;13064;13286;13500;13773;14061;14377;14740;15253;16282
536;0;40;105;1;0;0.523599;0.785398;2;1;93;203;261;354;468;544;626;664;762;863;880;974;1086;1139;1201;1274;1329;1421;1573;1621;1628;1725;1790;1875;1956;2036;2134;2173;2317;2372;2496;2569;2585;2675;2763;2797;2862;2966;3014;3176;3238;3266;3382;3456;3574;3664;3698;3768;3863;3910;3952;4050;4103;4223;4277;4304;4379;4434;4460;4510;4563;4587;4672;4702;4720;4766;4795;4840;4862;4870;4890;4912;4933;4954;4974;4992;5005;5021;5032;5042;5057;5068;5074;5081;5086;5094;5096;5099;5102;5105;5107;5108;5108;5108;5108;5108;5108;5108;5108;5108
537;176;40;143;0;0;0.523599;0.785398;2;1;93;203;263;365;493;582;676;723;837;953;976;1082;1209;1271;1337;1417;1475;1571;1729;1778;1785;1880;1946;2031;2113;2194;2290;2332;2472;2524;2641;2704;2717;2801;2874;2902;2959;3047;3082;3209;3249;3270;3357;3403;3488;3538;3559;3606;3659;3688;3716;3766;3794;3856;3885;3901;3931;3957;3972;3992;4014;4030;4062;4076;4084;4102;4117;4138;4150;4155;4162;4172;4181;4190;4195;4201;4204;4208;4210;4213;4216;4218;4219;4219;4220;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221
538;7;155;18;1;0;0.523599;0.785398;2;1;93;203;263;361;477;557;639;678;777;880;900;994;1110;1166;1227;1300;1356;1445;1596;1647;1653;1740;1801;1878;1950;2023;2107;2145;2262;2308;2407;2464;2480;2549;2615;2648;2693;2773;2810;2932;2979;3000;3083;3132;3218;3274;3299;3348;3418;3454;3479;3555;3591;3685;3727;3739;3802;3853;3871;3916;3980;4003;4094;4124;4129;4195;4230;4284;4328;4339;4370;4421;4451;4503;4535;4579;4616;4652;4691;4718;4774;4821;4847;4886;4922;4975;5003;5051;5087;5138;5181;5227;5274;5316;5366;5434;5499;5574;5667;5707
539;101;164;53;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;972;996;1109;1246;1314;1386;1474;1539;1646;1824;1887;1894;1998;2080;2175;2273;2368;2479;2538;2693;2766;2904;2993;3014;3115;3219;3270;3333;3453;3518;3703;3781;3808;3948;4037;4181;4288;4329;4415;4545;4603;4658;4799;4866;5038;5110;5143;5254;5340;5377;5459;5557;5600;5768;5824;5860;5964;6031;6150;6230;6266;6334;6424;6512;6602;6686;6764;6828;6920;6991;7063;7172;7273;7317;7407;7477;7593;7655;7744;7833;7942;8045;8141;8238;8331;8459;8605;8772;8950;9221;9602
540;129;54;52;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1326;1402;1492;1561;1671;1853;1917;1924;2030;2114;2210;2312;2399;2511;2558;2705;2767;2889;2962;2974;3060;3142;3166;3222;3314;3345;3477;3514;3540;3619;3661;3744;3792;3808;3857;3911;3934;3968;4031;4057;4139;4170;4188;4238;4279;4296;4333;4383;4402;4487;4509;4523;4578;4604;4661;4696;4710;4744;4786;4822;4868;4902;4946;4973;5018;5049;5085;5137;5191;5214;5255;5290;5343;5375;5423;5460;5515;5564;5608;5649;5686;5730;5755;5768;5768;5768;5768
541;156;167;48;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1502;1574;1689;1883;1953;1960;2071;2159;2264;2367;2466;2575;2639;2782;2861;2990;3077;3100;3191;3288;3342;3392;3504;3568;3729;3805;3829;3952;4039;4163;4262;4303;4375;4492;4553;4601;4731;4804;4966;5052;5086;5202;5305;5349;5443;5566;5624;5827;5904;5952;6087;6178;6350;6462;6512;6621;6747;6892;7031;7172;7315;7408;7603;7712;7898;8090;8329;8403;8622;8774;9006;9190;9375;9600;9889;10169;10436;10689;10932;11262;11602;11958;12335;12755;13220
542;197;173;54;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2319;2437;2551;2689;2750;2947;3025;3191;3286;3306;3422;3532;3568;3647;3773;3824;4012;4074;4107;4236;4309;4437;4524;4556;4633;4734;4778;4828;4936;4987;5119;5177;5202;5285;5349;5375;5436;5506;5534;5648;5686;5709;5778;5824;5896;5943;5961;6001;6053;6104;6156;6201;6248;6281;6332;6369;6410;6471;6528;6550;6598;6637;6691;6725;6768;6808;6857;6901;6938;6974;7003;7038;7066;7089;7101;7103;7103
543;166;156;44;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1406;1502;1572;1688;1882;1954;1960;2074;2166;2272;2379;2481;2602;2666;2830;2910;3057;3147;3171;3275;3377;3432;3499;3613;3679;3862;3940;3972;4108;4196;4343;4446;4495;4577;4700;4764;4819;4956;5028;5201;5284;5321;5438;5534;5575;5667;5778;5830;6023;6087;6131;6252;6326;6470;6553;6591;6678;6772;6877;6983;7079;7184;7246;7375;7444;7550;7658;7802;7832;7961;8036;8157;8245;8330;8443;8572;8690;8798;8903;8997;9103;9187;9232;9245;9245;9245
544;97;12;192;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2321;2441;2561;2705;2776;2985;3077;3265;3379;3407;3547;3683;3744;3840;4002;4085;4345;4449;4497;4692;4818;5033;5186;5252;5377;5558;5653;5733;5939;6053;6321;6456;6509;6696;6861;6931;7077;7274;7369;7687;7816;7878;8100;8255;8507;8680;8752;8902;9095;9293;9491;9669;9852;9991;10173;10306;10457;10652;10843;10924;11072;11186;11359;11446;11568;11671;11793;11906;12004;12080;12144;12213;12280;12332;12376;12401;12401
545;97;176;173;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2321;2441;2561;2705;2777;2987;3083;3275;3393;3424;3562;3701;3773;3862;4028;4121;4375;4488;4530;4729;4861;5074;5225;5293;5413;5586;5680;5756;5947;6054;6298;6420;6468;6638;6781;6844;6975;7143;7223;7500;7609;7658;7843;7970;8170;8322;8379;8498;8668;8828;8997;9147;9297;9414;9577;9700;9842;10027;10211;10281;10437;10545;10710;10806;10904;11006;11127;11232;11323;11404;11478;11572;11668;11768;11862;11936;11954
546;77;52;63;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2321;2441;2560;2704;2773;2981;3072;3257;3370;3397;3533;3668;3728;3816;3975;4055;4297;4398;4440;4621;4738;4927;5062;5127;5234;5396;5489;5553;5732;5838;6049;6169;6210;6361;6493;6553;6661;6808;6885;7110;7207;7247;7399;7507;7676;7797;7847;7948;8075;8205;8333;8457;8578;8668;8799;8889;9007;9141;9286;9341;9453;9542;9659;9740;9825;9911;10017;10106;10182;10251;10310;10381;10434;10481;10495;10495;10495
547;73;150;131;0;0;0.523599;0.785398;2;1;93;203;263;365;489;573;659;699;801;905;925;1018;1132;1191;1246;1322;1371;1459;1598;1656;1661;1735;1806;1874;1955;2027;2110;2160;2258;2316;2405;2468;2484;2547;2613;2653;2684;2758;2806;2908;2963;2976;3057;3116;3194;3257;3284;3329;3401;3439;3465;3542;3583;3670;3717;3731;3789;3842;3860;3903;3959;3984;4064;4098;4106;4161;4195;4243;4278;4286;4317;4354;4377;4416;4430;4460;4474;4494;4508;4519;4539;4553;4559;4566;4574;4582;4582;4588;4593;4595;4598;4601;4602;4602;4602;4602;4602;4602;4602;4602
548;196;188;49;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2320;2439;2556;2697;2764;2968;3057;3239;3350;3378;3512;3645;3705;3795;3950;4029;4267;4362;4405;4583;4695;4889;5021;5081;5190;5352;5444;5504;5692;5795;6014;6131;6172;6318;6459;6518;6623;6786;6862;7101;7199;7243;7399;7508;7686;7804;7861;7960;8083;8220;8350;8477;8597;8681;8828;8917;9046;9183;9337;9385;9521;9614;9756;9841;9935;10034;10154;10264;10371;10473;10571;10696;10830;10971;11102;11237;11268
549;61;18;131;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1693;1891;1958;1966;2085;2172;2280;2387;2490;2614;2672;2848;2924;3077;3174;3197;3307;3420;3472;3544;3673;3741;3934;4015;4049;4184;4276;4417;4525;4558;4644;4767;4808;4868;4999;5049;5221;5278;5311;5420;5490;5523;5612;5698;5734;5896;5941;5984;6077;6132;6243;6311;6340;6399;6469;6539;6614;6675;6749;6792;6869;6919;6980;7059;7148;7172;7248;7295;7365;7414;7464;7522;7583;7639;7692;7739;7777;7819;7853;7886;7917;7931;7931
550;79;121;25;0;0;0.523599;0.785398;2;1;93;203;263;359;480;560;645;686;788;892;912;1010;1126;1182;1246;1319;1368;1460;1604;1649;1654;1732;1793;1859;1929;1989;2067;2101;2213;2257;2347;2398;2408;2473;2533;2553;2600;2674;2704;2819;2858;2880;2960;3011;3095;3154;3172;3229;3304;3335;3376;3459;3498;3610;3655;3677;3748;3805;3824;3880;3946;3971;4081;4117;4138;4211;4256;4333;4385;4404;4448;4506;4561;4619;4673;4728;4769;4824;4871;4922;4999;5073;5107;5164;5214;5297;5336;5405;5466;5543;5618;5690;5759;5824;5903;5997;6079;6161;6234;6236
551;42;158;158;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;726;838;955;978;1078;1203;1267;1330;1409;1467;1559;1708;1753;1758;1845;1904;1980;2052;2120;2203;2235;2350;2398;2496;2555;2567;2639;2708;2733;2777;2852;2885;2998;3040;3059;3141;3184;3267;3318;3336;3387;3446;3470;3503;3572;3602;3688;3723;3741;3796;3838;3854;3896;3949;3966;4054;4075;4104;4153;4181;4247;4284;4304;4341;4383;4428;4459;4496;4520;4533;4576;4592;4627;4653;4681;4693;4720;4745;4761;4776;4790;4803;4813;4819;4821;4824;4827;4828;4828;4828;4828;4828;4828
552;111;192;180;1;0;0.523599;0.785398;2;1;93;203;263;364;483;564;645;686;783;882;900;986;1093;1144;1202;1266;1315;1391;1517;1559;1564;1638;1690;1760;1823;1890;1964;1996;2106;2150;2248;2301;2313;2386;2451;2479;2528;2605;2643;2769;2814;2838;2928;2985;3085;3152;3178;3236;3320;3360;3398;3485;3534;3653;3708;3733;3808;3875;3902;3961;4028;4061;4171;4211;4238;4304;4351;4421;4471;4490;4526;4574;4617;4655;4691;4721;4749;4774;4795;4810;4835;4849;4855;4862;4869;4876;4876;4879;4880;4880;4880;4880;4881;4881;4881;4881;4881;4881;4881;4881
553;11;39;32;1;0;0.523599;0.785398;2;1;93;203;262;357;472;550;631;673;771;873;892;985;1098;1153;1213;1285;1338;1428;1583;1634;1640;1735;1802;1890;1975;2059;2163;2209;2361;2422;2554;2631;2649;2747;2840;2878;2947;3056;3109;3285;3353;3385;3511;3593;3730;3825;3865;3947;4062;4122;4176;4307;4377;4548;4630;4664;4782;4876;4918;5008;5121;5174;5367;5433;5476;5604;5682;5833;5929;5973;6062;6175;6298;6421;6539;6658;6742;6889;6984;7114;7264;7439;7490;7630;7724;7864;7959;8056;8159;8267;8356;8430;8494;8546;8617;8666;8716;8763;8789;8789
554;4;134;135;1;0;0.523599;0.785398;2;1;93;202;258;350;458;529;605;637;723;810;825;903;990;1032;1082;1137;1180;1245;1363;1401;1405;1472;1521;1587;1645;1708;1778;1815;1922;1966;2063;2114;2126;2194;2251;2277;2318;2382;2410;2510;2543;2562;2626;2664;2728;2772;2786;2824;2874;2893;2919;2971;2996;3061;3090;3105;3146;3179;3188;3218;3256;3269;3334;3352;3367;3409;3431;3476;3504;3514;3544;3575;3609;3646;3672;3706;3724;3767;3789;3827;3867;3915;3928;3972;3996;4042;4070;4100;4138;4182;4222;4261;4299;4336;4389;4446;4514;4595;4712;4759
555;25;152;134;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1898;1970;1978;2102;2197;2314;2430;2545;2681;2747;2942;3028;3200;3305;3330;3453;3576;3633;3711;3853;3927;4138;4229;4255;4414;4518;4678;4793;4845;4932;5068;5145;5187;5331;5416;5575;5668;5692;5794;5892;5927;5987;6094;6141;6277;6336;6354;6433;6499;6574;6642;6664;6701;6768;6825;6885;6941;6993;7032;7091;7131;7186;7246;7309;7330;7384;7422;7475;7515;7546;7587;7634;7680;7718;7753;7787;7824;7860;7897;7943;7979;8002
556;74;183;145;0;0;0.523599;0.785398;2;1;87;170;215;287;372;434;498;524;602;684;696;776;866;904;959;1013;1061;1133;1258;1290;1297;1378;1421;1492;1550;1613;1686;1703;1825;1848;1950;1981;1992;2066;2109;2121;2177;2232;2248;2359;2379;2408;2476;2502;2581;2616;2633;2681;2726;2746;2778;2833;2857;2936;2966;2987;3035;3072;3093;3129;3174;3196;3276;3305;3322;3373;3408;3470;3510;3530;3566;3611;3662;3710;3759;3805;3843;3898;3938;3988;4052;4122;4149;4205;4248;4321;4358;4416;4465;4530;4593;4654;4710;4766;4833;4910;4983;5060;5126;5137
557;41;131;18;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2321;2441;2561;2705;2777;2986;3080;3270;3385;3415;3554;3691;3756;3850;4013;4100;4357;4465;4506;4698;4828;5034;5188;5256;5376;5560;5663;5738;5948;6070;6336;6480;6534;6723;6896;6971;7117;7323;7421;7753;7885;7952;8183;8341;8611;8794;8868;9027;9227;9437;9647;9850;10055;10207;10456;10622;10841;11117;11424;11537;11808;12011;12330;12537;12788;13058;13409;13750;14077;14404;14715;15102;15494;15925;16379;16847;17177
558;79;148;34;0;0;0.523599;0.785398;2;1;93;203;263;364;484;560;640;681;767;860;877;955;1045;1093;1138;1199;1235;1301;1408;1447;1450;1514;1562;1613;1667;1712;1776;1806;1893;1931;2003;2047;2057;2105;2158;2182;2211;2276;2308;2399;2436;2448;2511;2554;2618;2669;2691;2731;2783;2815;2833;2884;2917;2979;3018;3028;3073;3105;3122;3150;3187;3211;3276;3310;3319;3365;3392;3440;3468;3485;3514;3548;3593;3635;3670;3713;3739;3787;3817;3865;3922;3983;4005;4059;4098;4167;4205;4265;4324;4404;4475;4547;4623;4706;4806;4936;5072;5246;5485;5751
559;94;68;36;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2321;2441;2561;2705;2777;2985;3081;3269;3388;3420;3560;3700;3772;3864;4029;4124;4384;4500;4544;4747;4881;5104;5254;5324;5449;5631;5732;5807;6010;6124;6381;6514;6566;6742;6899;6968;7099;7276;7364;7645;7754;7816;8000;8124;8342;8482;8545;8676;8829;8993;9150;9297;9450;9545;9738;9843;10009;10184;10408;10469;10659;10779;10974;11111;11258;11432;11643;11844;12039;12221;12395;12621;12821;13031;13217;13374;13426
